row_id,dataset,subset,estimator,source,n,E,A,B,alpha,beta,se_scheme,se_E,se_A,se_B,se_alpha,se_beta,se2_scheme,se2_E,se2_alpha,se2_beta,a,se_a,gamma,se_gamma,sigma_star,se_sigma_star,G,K,Mstar_1e21,Mstar_5.76e23,Mstar_1e26,w_chin70b,N_convention,D_convention,loss_units,cov_file,draws_file,citation,notes
chin_n245_vpnls,chinchilla_massivetext,"Epoch digitization, n=245 (all points)",VPNLS (levels),estimated (this module),245.0,2.0105676319778674,711.8304467611504,1013616.9960163136,0.3684359732447999,0.6613968055337893,pairs bootstrap,0.0349699749284247,251.79702912620843,9768575.103344169,0.0205397564908647,0.0661448369998928,cluster bootstrap (9 IsoFLOP budgets),0.11562254585784,0.040888363035146,0.1615142333003605,0.6422370885477394,0.0281177915739509,0.2366232467729931,0.0118729859116235,0.6601024366784547,0.0149333506276879,0.0004910388112876539,18356.637900994447,7.33119173869166,1.202003310296683,0.2772066807291085,4.266665941199384,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",data/processed/m1_chinchilla/cov_chin_n245_vpnls.npy,data/processed/m1_chinchilla/boot_chinchilla_n245_vpnls_pairs.npy,besiroglu2024chinchilla; hoffmann2022training,Cluster covariance in cov_chin_n245_vpnls_cluster.npy.
chin_n245_norm,chinchilla_massivetext,"Epoch digitization, n=245 (all points)",KMW-normalized Huber,estimated (this module),245.0,1.891338498778753,495.7260060537436,12845.613227761827,0.3493128934143783,0.453049295416547,pairs bootstrap,0.0420932668515268,141.71856553082233,60253.91457958156,0.0177294538384843,0.0535481634847628,cluster bootstrap (9 IsoFLOP budgets),0.0835164968815495,0.0275534054490518,0.0926209702498991,0.5646443734800843,0.0329019457288249,0.1972375598504771,0.0108263602425677,0.7136836230417274,0.0137450933404558,0.012518791851202004,4055.203696328077,15.503068890912331,6.815945559236959,3.4992417076930384,1.5417650300796992,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",data/processed/m1_chinchilla/cov_chin_n245_norm.npy,data/processed/m1_chinchilla/boot_chinchilla_n245_norm_pairs.npy,besiroglu2024chinchilla; hoffmann2022training,Cluster covariance in cov_chin_n245_norm_cluster.npy.
chin_n240_system_laplace,chinchilla_massivetext,"Epoch digitization, n=240","System: loss eq. (laplace) + IsoFLOP-argmin eq., cross-equation restricted",estimated (this module),240.0,1.8161866765509989,482.365302522461,2050.03950699089,0.3478645486740834,0.3650322911431102,within-budget stratified bootstrap,0.0239248794288628,109.00004298547002,864.4928242327259,0.0135395155818019,0.0157140127143577,,,,,0.5120408322145382,0.0153185944839362,0.1781208530010124,0.004825830332035,0.7372193334615585,0.0052367976609845,0.12280012820191961,1953.9205799448778,21.608597690710084,18.541762585757045,16.376393368132288,1.0275347724035082,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",data/processed/m1_chinchilla/cov_chin_n240_system_laplace.npy,data/processed/m1_chinchilla/boot_chinchilla_n240_system_laplace_strat.npy,leonledesma2010identifying; hoffmann2022training,Nested LR test of the 2 cross-equation restrictions: 1.01 (p = 0.602).
chin_n240_system_gauss,chinchilla_massivetext,"Epoch digitization, n=240","System: loss eq. (gauss) + IsoFLOP-argmin eq., cross-equation restricted",estimated (this module),240.0,1.866234571109462,614.8426924493562,4833.373875406434,0.3622149856668648,0.4055307193296166,within-budget stratified bootstrap,0.026645408222277,113.14990044547424,2234.1047390225235,0.0110529426935776,0.0229970446744812,,,,,0.5282096880391863,0.0155932489455308,0.191325464582213,0.0063763569192541,0.7226097384559188,0.0070184398775126,0.05884614312929123,3247.7622451930874,20.87660638201546,14.58540821630785,10.903427056123604,1.1293467065942724,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",data/processed/m1_chinchilla/cov_chin_n240_system_gauss.npy,data/processed/m1_chinchilla/boot_chinchilla_n240_system_gauss_strat.npy,leonledesma2010identifying; hoffmann2022training,Nested LR test of the 2 cross-equation restrictions: 3.34 (p = 0.188).
chin_n245_system_laplace,chinchilla_massivetext,"Epoch digitization, n=245","System: loss eq. (laplace) + IsoFLOP-argmin eq., cross-equation restricted",estimated (this module),245.0,1.8987338758653576,570.2341384260807,11913.141881852298,0.3575606881985217,0.4493938891760334,within-budget stratified bootstrap,0.0462239721029373,136.18051433737915,181377.80550930472,0.0159340575734243,0.058116883307089,,,,,0.5569010967607948,0.0315756079354969,0.1991259394163013,0.0122196076692547,0.7125159830233774,0.0154314709594328,0.017427146689891846,4356.557795619894,16.453438855752943,7.982051912482825,4.438596986968193,1.449988304257352,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",data/processed/m1_chinchilla/cov_chin_n245_system_laplace.npy,data/processed/m1_chinchilla/boot_chinchilla_n245_system_laplace_strat.npy,leonledesma2010identifying; hoffmann2022training,Nested LR test of the 2 cross-equation restrictions: 7.81 (p = 0.020).
chin_n245_system_gauss,chinchilla_massivetext,"Epoch digitization, n=245","System: loss eq. (gauss) + IsoFLOP-argmin eq., cross-equation restricted",estimated (this module),245.0,2.0131655335335163,1184.005304416691,293384.4607366681,0.3988176466149918,0.6004297198158209,within-budget stratified bootstrap,0.0381483256497292,365.6141917307623,713221.817294191,0.0184145679467,0.0560407945608874,,,,,0.6008819637528605,0.0209230673566336,0.2396423306773106,0.0137365377322293,0.6668339605412591,0.0152792307664273,0.0026686502971758137,20941.35505294315,11.678230439103812,3.2390925620975737,1.1443461244428794,2.488333016636429,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",data/processed/m1_chinchilla/cov_chin_n245_system_gauss.npy,data/processed/m1_chinchilla/boot_chinchilla_n245_system_gauss_strat.npy,leonledesma2010identifying; hoffmann2022training,Nested LR test of the 2 cross-equation restrictions: 14.16 (p = 0.001).
hoffmann_A3_tex,chinchilla_massivetext,"Hoffmann et al. (2022) Approach 3, TeX-source precision",published point estimate,literature,,1.6934,406.4,410.7,0.3392,0.2849,,,,,,,,,,,0.4564973561929178,,0.15484390322063774,,0.7621660759879578,,1.3003854125763195,814.3707751822476,33.98314655881298,59.07924553768629,92.53159036139165,0.7127988870971359,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",,,hoffmann2022training; besiroglu2024chinchilla,"Published values (E, alpha, beta at TeX precision via Besiroglu et al.). Reported CIs are not usable (Besiroglu et al.: ~50x too narrow). Implies w(70B) = 0.71, outside the refit's pairs 95% interval but inside its 9-cluster interval. Its factor-demand (path) restrictions: classical fixed-design F test p = 0.040; bootstrap-calibrated p = 0.06 (stratified), 0.21-0.38 (wild) (memo, H6)."
hoffmann_A3_rounded,chinchilla_massivetext,"Hoffmann et al. (2022) Approach 3, rounded (Eq. 10)",published point estimate,literature,,1.69,406.4,410.7,0.34,0.28,,,,,,,,,,,0.45161290322580644,,0.1535483870967742,,0.7633587786259541,,1.34471064277253,813.6798310090547,50.083586415566465,92.64736675730495,152.60416548167555,0.6213444142925475,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",,,hoffmann2022training,Rounded published values.
besiroglu_published,chinchilla_massivetext,"Besiroglu et al. (2024) replication, n=240",published point estimate,literature,,1.8172,482.01,2085.43,0.3478,0.3658,published (4000 pairs bootstrap draws),0.03,124.58,1293.23,0.02,0.02,,,,,0.5126121076233184,,0.17828649103139016,,0.7370283018867925,,0.11962984977039547,1967.861778576378,21.589402331640013,18.391244955314153,16.148029848934357,1.0305637099988985,total parameters incl. embeddings (Hoffmann et al. 2022),"tokens = C/(6N), C read off Hoffmann Fig. 4 (single epoch)","nats/token, MassiveText validation loss (Hoffmann tokenizer); digitized, +/-0.01",,,besiroglu2024chinchilla,"Published values; published SEs E 0.03, A 124.58, B 1293.23, alpha 0.02, beta 0.02. They are the optimum of a Huber-likelihood with a free scale (effectively LAD), not of the Huber(1e-3) objective; our LAD row reproduces them to 3-4 digits (memo)."
llama_3_A3_huber,llama_3,Meta Llama 3 IsoFLOPs (10 budgets),"Huber-LSE delta=1e-3 (primal, Approach 3)",estimated (this module),133.0,0.5941934045812454,38.328998634688105,160.22630633424092,0.2835172411627058,0.3156562488720749,within-budget stratified bootstrap,0.0083683501710431,13.775842598067458,50.71236386312712,0.0179167705913141,0.0171422865700781,cluster bootstrap (budgets),0.0160573201465759,0.0503044444595639,0.0240047379787727,0.526819450663199,0.0238240431518621,0.1493623972428824,0.0052435230885176,0.7694753765641235,0.0060743282881502,0.0768061222893208,150.61740772111884,13.94859842914472,9.918923532689208,7.522047382347353,,N = C/(6D) (constructed from the nominal budget),training tokens read off Llama 3 Fig. 2 x-axis (digitized),'validation loss' as plotted in Llama 3 Fig. 2 (held-out NLL; units/normalisation not stated; not comparable to MassiveText nats),data/processed/m1_chinchilla/cov_llama_3_A3_huber.npy,data/processed/m1_chinchilla/boot_llama_3_A3_huber_strat.npy,grattafiori2024llama; czech2026problems,"Primal fit on IsoFLOP runs (transverse variation identifies alpha, beta without kappa = 1). Cluster covariance in cov_llama_3_A3_huber_cluster.npy. w_chin70b not reported (different units/data)."
llama_3_A2A1_kappa1,llama_3,Meta Llama 3 IsoFLOPs (10 budgets),"Approach 2 argmins (a, G) + Approach 1 frontier (E, K, gamma); alpha = gamma/a, beta = gamma/(1-a) under kappa = 1",estimated (this module),133.0,0.5731580995187046,,,0.2945184602589389,0.2541587244391098,within-budget stratified bootstrap (se_a: max of the robust IQR/1.349 bootstrap s.e. and the classical OLS s.e. of the path slope),0.0122787440308472,,,0.0136796290439299,0.0130230063927933,,,,,0.4632208729054041,0.0181941451850458,0.1364270982479012,0.0059853504944698,0.7847208002675895,0.0075787542595401,1.2767854494120627,93.41943851996822,18.847252160906056,30.08152849954143,43.958140425336374,,N = C/(6D) (constructed from the nominal budget),training tokens read off Llama 3 Fig. 2 x-axis (digitized),'validation loss' as plotted in Llama 3 Fig. 2 (held-out NLL; units/normalisation not stated; not comparable to MassiveText nats),,data/processed/m1_chinchilla/boot_llama_3_A2A1_strat.npy,grattafiori2024llama; czech2026problems,"Only Approach-2/1 objects (a, G, E, K, gamma) are estimated here; alpha and beta follow from the kappa = 1 functional-form restriction (model_spec Prop. 1), A and B are not reported. Draws columns: a, gamma, E_A1, lnK, lnG. Path-slope s.e.: stratified bootstrap SD 0.0112 (robust 0.0061), classical OLS 0.0182; the stratified draws understate slope uncertainty when the OLS s.e. is larger, and their SD is inflated by failed parabolas when it is much larger. Reproduces Meta's published law D* = 0.299 C^0.537 (memo)."
marin_202603__comma__llama_2_A3_huber,marin_202603__comma__llama_2,"Marin 2026-03, Comma (7 budgets)","Huber-LSE delta=1e-3 (primal, Approach 3)",estimated (this module),85.0,2.700928990775179,216045.49580616856,1393.164471712563,0.6657832765464533,0.3499110321280317,within-budget stratified bootstrap,0.0694499923183816,959117.9887970152,1975.828987395777,0.0482848064700418,0.0384605097057016,cluster bootstrap (budgets),0.083192865179481,0.0846761945026884,0.0381427730812562,0.3445042756857399,0.02677398802649,0.2293651854503145,0.017898495921835,0.6631971928477981,0.014146946125805,270.2423348124388,15077.518291878112,26.62657263405216,192.21313171698824,955.5920123684616,,parameters of the Llama-2-architecture run (open-athena export),"training tokens from run configs; the nominal IsoFLOP budget (3 x forward FLOPs) differs from 6ND by -7% to +35%, strongly correlated with N within budgets (review check)","Paloma macro-average loss, nats/token (Llama-2 tokenizer)",data/processed/m1_chinchilla/cov_marin_202603__comma__llama_2_A3_huber.npy,data/processed/m1_chinchilla/boot_marin_202603__comma__llama_2_A3_huber_strat.npy,czech2026problems; marin2026ladders,"Primal fit on IsoFLOP runs (transverse variation identifies alpha, beta without kappa = 1). Cluster covariance in cov_marin_202603__comma__llama_2_A3_huber_cluster.npy. w_chin70b not reported (different units/data)."
marin_202603__comma__llama_2_A2A1_kappa1,marin_202603__comma__llama_2,"Marin 2026-03, Comma (7 budgets)","Approach 2 argmins (a, G) + Approach 1 frontier (E, K, gamma); alpha = gamma/a, beta = gamma/(1-a) under kappa = 1",estimated (this module),85.0,0.1252849631236599,,,0.1257369461057547,0.085560601645921,within-budget stratified bootstrap (se_a: max of the robust IQR/1.349 bootstrap s.e. and the classical OLS s.e. of the path slope),0.5783278043886289,,,0.0526850981839657,0.02954905325713,,,,,0.4049294587482617,0.0319577133157119,0.0509145935312626,0.0174427935266521,0.904446351886696,0.033174092169533,21.17865310487807,30.14963217773482,15.60297949207113,52.24891265582115,139.2877587153814,,parameters of the Llama-2-architecture run (open-athena export),"training tokens from run configs; the nominal IsoFLOP budget (3 x forward FLOPs) differs from 6ND by -7% to +35%, strongly correlated with N within budgets (review check)","Paloma macro-average loss, nats/token (Llama-2 tokenizer)",,data/processed/m1_chinchilla/boot_marin_202603__comma__llama_2_A2A1_strat.npy,czech2026problems; marin2026ladders,"Only Approach-2/1 objects (a, G, E, K, gamma) are estimated here; alpha and beta follow from the kappa = 1 functional-form restriction (model_spec Prop. 1), A and B are not reported. Draws columns: a, gamma, E_A1, lnK, lnG. Path-slope s.e.: stratified bootstrap SD 2.8125 (robust 0.0320), classical OLS 0.0134; the stratified draws understate slope uncertainty when the OLS s.e. is larger, and their SD is inflated by failed parabolas when it is much larger. "
marin_202603__dclm__llama_2_A3_huber,marin_202603__dclm__llama_2,"Marin 2026-03, DCLM (7 budgets)","Huber-LSE delta=1e-3 (primal, Approach 3)",estimated (this module),85.0,2.5879630379510643,347108.3432662601,4082.871687936595,0.6858168381481563,0.404818678020824,within-budget stratified bootstrap,0.0425124140685297,508075.1611400653,6084.916146731136,0.0399147120558454,0.0323595632999887,cluster bootstrap (budgets),0.0662570687292791,0.0614462133145432,0.0342337065199873,0.3711768707503767,0.0204280895218987,0.2545593478917503,0.0144703496507903,0.6471160994354697,0.011604594237998,95.29555664423825,41077.38594964719,17.862340665177918,91.8651720143589,346.8723322195276,,parameters of the Llama-2-architecture run (open-athena export),"training tokens from run configs; the nominal IsoFLOP budget (3 x forward FLOPs) differs from 6ND by -7% to +35%, strongly correlated with N within budgets (review check)","Paloma macro-average loss, nats/token (Llama-2 tokenizer)",data/processed/m1_chinchilla/cov_marin_202603__dclm__llama_2_A3_huber.npy,data/processed/m1_chinchilla/boot_marin_202603__dclm__llama_2_A3_huber_strat.npy,czech2026problems; marin2026ladders,"Primal fit on IsoFLOP runs (transverse variation identifies alpha, beta without kappa = 1). Cluster covariance in cov_marin_202603__dclm__llama_2_A3_huber_cluster.npy. w_chin70b not reported (different units/data)."
