corpus,conv,path,sample,scheme,C,sigma,sigma_identity,ci_lo,ci_hi,se,lnN_star,M_star,n_eff
edu,P,P6,main,wild,3334601798128504.0,0.6581085229823236,0.658108522982342,0.6486857325320219,0.6676416795994609,0.005640428894251064,15.322156523511005,27.304653622823444,11.11684404245931
edu,P,P6,main,wild,5397945868709802.0,0.6662047998134042,0.6662047997592584,0.6583121604287755,0.6739226182720737,0.004849290375367704,15.61683031327686,24.51719690092138,12.197654470940156
edu,P,P6,main,wild,8738020718957924.0,0.6750349324826268,0.6750349311839678,0.6675200071481858,0.6824256913657698,0.004105846100807138,15.914072086491919,21.90152905740466,12.932894934895705
edu,P,P6,main,wild,1.4144826187963902e+16,0.6797439194908055,0.6797439194624959,0.6727777314027821,0.6864124124028854,0.0037248510567753097,16.21072344522331,19.588035614852686,12.918650698105724
edu,P,P6,main,wild,2.2897188542209296e+16,0.6796055285925429,0.679605528592396,0.6743931309347955,0.6846600116395364,0.0028179859690740184,16.503466358936258,17.65640028011721,11.769976562453484
edu,P,P6,main,wild,3.7065230506939544e+16,0.6775860839646921,0.677586083660313,0.6729432859498325,0.682406247492837,0.0024578340948291245,16.79300070952773,16.017707895324897,9.805458554151832
edu,P,P,main,cr2,786122714009990.6,0.6602754671923714,0.6602754699866085,0.6303775740079616,0.6955251378155983,0.01784667277427721,14.469383224678234,17.510758148331078,6.4661192327021695
edu,P,P,main,cr2,1272550101415638.0,0.6518632190206076,0.6518632188985477,0.6194947315770927,0.6907349700625349,0.018056658266935116,14.723294812547834,18.44445290444313,8.251984941458403
edu,P,P,main,cr2,2059963071608128.8,0.6491086994749563,0.6491086994749293,0.6151614076631788,0.6842093138021617,0.017164372409692208,14.994335912551458,18.73365674137584,9.478033624710072
edu,P,P,main,cr2,3334601798128504.0,0.6522786642885146,0.6522786642788146,0.6243813835396651,0.6779387186316728,0.013171240810260814,15.285768351038628,18.22010991085803,10.793336754095339
edu,P,P,main,cr2,5397945868709802.0,0.663664280849709,0.663664280705251,0.6446796669657057,0.6835940079978327,0.009438011018980248,15.59054336898265,17.160885600333838,12.08853930006237
edu,P,P,main,cr2,1.4144826187963902e+16,0.6802228149709015,0.6802228141094198,0.6685799343761684,0.6927157669566982,0.0060844579619981016,16.2090091979591,14.612027892503928,13.418286446156767
edu,P,P,main,cr2,2.2897188542209296e+16,0.6793281190169314,0.679328119013873,0.6645553716106103,0.6901510062998686,0.006960475278216954,16.506093844720493,13.638333830449383,12.615495516852638
edu,P,P,main,cr2,3.7065230506939544e+16,0.6773003101010255,0.677300310100887,0.6566571791284075,0.6997626578644507,0.011076519308509827,16.796410365609596,12.815721337491617,10.80759159343831
edu,P,P,main,cr2,6.000000000000018e+16,0.6765983527547638,0.6765983526414643,0.6487130285483463,0.7122596497555811,0.015822767840431712,17.08859055042641,11.93915753061212,8.605244337372959
edu,P,P6,main,cr2,485630326692018.8,0.6532323397648515,0.6532323375342575,0.6077784635791306,0.6960495615012984,0.022927800755927066,14.233082092033598,35.11207724804024,6.7402343559292595
edu,P,P6,main,cr2,786122714009990.6,0.6516365030424524,0.6516365016905795,0.618914875355626,0.6814566414519105,0.01743789679099294,14.486554057747131,34.23561361894763,8.276693020755731
edu,P,P6,main,cr2,1272550101415638.0,0.6550957393273477,0.6550957393271443,0.6335045055509493,0.6728962245986968,0.011252419943621023,14.748893452920502,32.79423903995141,9.324883946611749
edu,P,P6,main,cr2,2059963071608128.8,0.6555867662618916,0.6555867662618922,0.639476752256842,0.673431326590329,0.009314873043959164,15.031205102347801,30.183480675527253,10.038660170149909
edu,P,P6,main,cr2,3334601798128504.0,0.6581085229823236,0.658108522982342,0.6433880680572046,0.6752550105486843,0.00888880315988289,15.322156523511005,27.304653622823444,11.11684404245931
edu,P,P6,main,cr2,5397945868709802.0,0.6662047998134042,0.6662047997592584,0.6534968243448047,0.6791312854358087,0.007473094346231022,15.61683031327686,24.51719690092138,12.197654470940156
edu,P,P6,main,cr2,8738020718957924.0,0.6750349324826268,0.6750349311839678,0.662274440146064,0.6861019640004938,0.0061726913439341695,15.914072086491919,21.90152905740466,12.932894934895705
edu,P,P6,main,cr2,1.4144826187963902e+16,0.6797439194908055,0.6797439194624959,0.6658733979865417,0.6911059153564885,0.006651373671831067,16.21072344522331,19.588035614852686,12.918650698105724
edu,P,P6,main,cr2,2.2897188542209296e+16,0.6796055285925429,0.679605528592396,0.6622521731872762,0.6978238989206396,0.008938687241730059,16.503466358936258,17.65640028011721,11.769976562453484
edu,P,P6,main,cr2,3.7065230506939544e+16,0.6775860839646921,0.677586083660313,0.6538469723633291,0.707652703086106,0.013115541894941758,16.79300070952773,16.017707895324897,9.805458554151832
edu,P,P,no25,wild,3334601798128504.0,0.653599570243996,0.6535995702437719,0.6426454750040829,0.6645853381725565,0.005883076537366929,15.32140531028865,17.109874251881614,8.15881328363173
edu,P,P,no25,wild,5397945868709802.0,0.659069781463328,0.6590697814631138,0.6520316393352574,0.6666360689916639,0.003919690969417489,15.622984495681315,16.19142052550482,7.5610794584021175
edu,P,P,no25,wild,8738020718957924.0,0.6651416877641764,0.6651416861990593,0.6585482911209598,0.6719968534665895,0.003549663346193256,15.93384661930369,14.942918913399392,9.114883591587093
edu,P,P,no25,wild,1.4144826187963902e+16,0.6769398389546228,0.6769398402198165,0.6702424860246806,0.6833436948411544,0.003333475936847964,16.23527040644879,13.921447169466822,9.46337840749733
edu,P,P,no25,wild,2.2897188542209296e+16,0.6823348436057591,0.6823348436049536,0.67637962874157,0.6880176835826727,0.0030399644965969927,16.523526733409096,13.202167744012673,7.840322738852628
edu,P,P,no25,wild,3.7065230506939544e+16,0.6851673633774604,0.6851673633774282,0.6785019431946231,0.6918735918615666,0.003425081283592572,16.811940696690463,12.446371360110906,8.07781471531258
edu,P,P,no25,wild,6.000000000000018e+16,0.6915713092764193,0.6915713089024468,0.6848237303681891,0.6981410845012597,0.003484777717813539,17.098200165724908,11.723215694502864,6.954600036533031
edu,P,P6,no25,wild,1272550101415638.0,0.64438665149063,0.6443866514903893,0.6394134178180201,0.65006541398735,0.0030870836893159715,14.805061470249475,29.309650379424895,6.882139818647322
edu,P,P6,no25,wild,2059963071608128.8,0.6459908911006965,0.6459908910998834,0.6393889974921155,0.6526543245473844,0.003614202705480122,15.069863119245156,27.937747836212885,6.51491587963546
edu,P,P6,no25,wild,3334601798128504.0,0.6500305867406367,0.6500305867230415,0.6427116940329607,0.6567104385005663,0.0036337653376192357,15.358246364677255,25.40325886854786,7.772154644407601
edu,P,P6,no25,wild,5397945868709802.0,0.6636830495700594,0.6636830495670504,0.6569024076240283,0.6704056459181373,0.0035589315397181833,15.655105123270129,22.7104498791855,9.306492570393909
edu,P,P6,no25,wild,8738020718957924.0,0.6766543644840602,0.6766543644839659,0.6699580071644954,0.6834809893248796,0.003591526418037091,15.944274016917442,20.617754911842013,8.528438686759378
edu,P,P6,no25,wild,1.4144826187963902e+16,0.6818632087103988,0.6818632087096054,0.6758129981173416,0.6878887627609603,0.0032925482703076788,16.2312196686272,18.80130919095646,8.077259767762653
edu,P,P6,no25,wild,2.2897188542209296e+16,0.6845522526174374,0.6845522525916284,0.6786481210310861,0.6903844766152558,0.0032404315712356207,16.519045154623985,17.114751430273945,8.833480336426195
edu,P,P6,no25,wild,3.7065230506939544e+16,0.6913558436161373,0.6913558436773016,0.6860231415077143,0.6967059159156223,0.0029005020621277458,16.80388791999499,15.67270137110309,7.7424081767364745
edu,P,P,floor4,wild,2059963071608128.8,0.6243667926395828,0.6243667921062754,,,0.004841721352034477,14.96350732776921,19.761132045273484,3.699313252685667
edu,P,P,floor4,wild,3334601798128504.0,0.6316475051607148,0.6316475034005873,0.6234260152158817,0.6394815292459672,0.004915873441115827,15.278833746515414,18.444118885473838,5.96608212583393
edu,P,P,floor4,wild,5397945868709802.0,0.6449686867926516,0.644968686362799,0.637254986571995,0.6524233033904805,0.004284016735229549,15.588566887308115,17.22173936190193,5.468861338785903
edu,P,P,floor4,wild,1.4144826187963902e+16,0.7010547547135032,0.7010547547134597,0.6908343910195177,0.7110169309188679,0.005710296982606248,16.230310192134286,14.049391597049198,7.069709579010402
edu,P,P,floor4,wild,2.2897188542209296e+16,0.6736129264595075,0.6736129261584153,0.6670853501541136,0.6800541088432237,0.004019438645833347,16.529395415092196,13.058435732420527,7.443603334268342
edu,P,P,floor4,wild,3.7065230506939544e+16,0.6666233483592968,0.666623348358757,0.6616383012316954,0.6720032331112901,0.0028679782693306205,16.79861210851683,12.762710271316237,6.4391041594520875
edu,P,P,floor4,wild,6.000000000000018e+16,0.6797579491590748,0.6797579491440026,0.6698672137213731,0.6903468276843016,0.006898542883239018,17.095104107842197,11.792365085264583,4.665505454401963
edu,P,P6,floor4,wild,2059963071608128.8,0.62414943667425,0.624149436679989,0.6136319407490526,0.6342647589454956,0.005576966840792739,15.051473551963037,28.984403587641822,4.247341333865996
edu,P,P6,floor4,wild,3334601798128504.0,0.6367494929378706,0.6367494909169178,0.6270920504831612,0.6459789467063033,0.0050045806882868995,15.338934375683953,26.403628547600484,6.090451110315764
edu,P,P6,floor4,wild,5397945868709802.0,0.6531656303499455,0.6531656301724021,0.6463051169810323,0.6601145238487321,0.003645342913915659,15.624260094736485,24.15557549300906,5.540746264905542
edu,P,P6,floor4,wild,1.4144826187963902e+16,0.6967077952686261,0.6967077947612037,0.6889937199175442,0.7043926725800915,0.004213695998329455,16.228151270490052,18.917043751645874,6.92896639929569
edu,P,P6,floor4,wild,2.2897188542209296e+16,0.6761649839165477,0.6761649839133428,0.6706295950627408,0.6814512067729841,0.003737271978322795,16.522777446767474,16.987472558602626,7.126432120679307
edu,P,P6,floor4,wild,3.7065230506939544e+16,0.6675818328852847,0.6675818328852826,0.6625741916527706,0.6729588779270377,0.0027498054007782454,16.79298611526804,16.01817543532555,5.8076238780504985
edu,T,T,main,wild,786122714009990.6,0.5639772288213265,0.5639772287791412,0.5572647243306692,0.5747519363598019,0.005266327456250169,15.187915994564715,8.41943364147126,7.056961385687197
edu,T,T,main,wild,1272550101415638.0,0.5647888539164753,0.5647888591773477,0.5550721050445723,0.5773767134855052,0.006044101128291558,15.359485571459876,9.670389848047522,8.54057169553401
edu,T,T,main,wild,2059963071608128.8,0.5726600208529171,0.5726600201956302,0.559958161444106,0.5865548845485635,0.007369381864122673,15.54672079052976,10.764604609282596,9.642921023321444
edu,T,T,main,wild,3334601798128504.0,0.5869522420450737,0.5869522421028337,0.5744412112875827,0.5995811985232213,0.006895141622519081,15.75694544419119,11.44415716714,10.609132215073954
edu,T,T,main,wild,5397945868709802.0,0.6076820542439791,0.6076820542413308,0.5980986606068408,0.6173409795581043,0.005473248989581001,15.989000947720424,11.646823906141995,11.411451794551825
edu,T,T,main,wild,1.4144826187963902e+16,0.6408500394760498,0.6408500394758241,0.6321173079242186,0.6495461139988193,0.005144467581527374,16.492914638041295,11.139936857553971,12.312453184157684
edu,T,T,main,wild,2.2897188542209296e+16,0.6429892627255144,0.6429892627172582,0.6372819216070168,0.6489268620162019,0.003169941210284012,16.745749402042918,10.875714256073952,11.438688969562216
edu,T,T,main,wild,3.7065230506939544e+16,0.642878545965888,0.6428785459658322,0.6375057701755329,0.648857525597477,0.00320166818595026,16.997482083436783,10.64118772412148,9.517006799013302
edu,T,T,main,wild,6.000000000000018e+16,0.6439827768053129,0.6439827767624523,0.6330518591126176,0.6548840740656109,0.006879040740407459,17.259064306938715,10.208624211997364,7.373964408017103
edu,T,T,main,cr2,786122714009990.6,0.5639772288213265,0.5639772287791412,0.5264013237796696,0.6023634676786607,0.023907166763421542,15.187915994564715,8.41943364147126,7.056961385687197
edu,T,T,main,cr2,1272550101415638.0,0.5647888539164753,0.5647888591773477,0.5286571639417227,0.60701598107017,0.024208640436044267,15.359485571459876,9.670389848047522,8.54057169553401
edu,T,T,main,cr2,2059963071608128.8,0.5726600208529171,0.5726600201956302,0.5349107085331457,0.6138289670076015,0.023601536775347105,15.54672079052976,10.764604609282596,9.642921023321444
edu,T,T,main,cr2,3334601798128504.0,0.5869522420450737,0.5869522421028337,0.5538297627642487,0.6199489791972426,0.01879090231150546,15.75694544419119,11.44415716714,10.609132215073954
edu,T,T,main,cr2,5397945868709802.0,0.6076820542439791,0.6076820542413308,0.5866018699233719,0.6316400873358482,0.012560529609530541,15.989000947720424,11.646823906141995,11.411451794551825
edu,T,T,main,cr2,1.4144826187963902e+16,0.6408500394760498,0.6408500394758241,0.6272722572930745,0.6553793244249363,0.00823480753934819,16.492914638041295,11.139936857553971,12.312453184157684
edu,T,T,main,cr2,2.2897188542209296e+16,0.6429892627255144,0.6429892627172582,0.6348425451306842,0.6611072637514296,0.006816415747244532,16.745749402042918,10.875714256073952,11.438688969562216
edu,T,T,main,cr2,3.7065230506939544e+16,0.642878545965888,0.6428785459658322,0.6281469503420594,0.6714911364494256,0.011343177421783915,16.997482083436783,10.64118772412148,9.517006799013302
edu,T,T,main,cr2,6.000000000000018e+16,0.6439827768053129,0.6439827767624523,0.6171755588313738,0.6830088202700201,0.018238866128901656,17.259064306938715,10.208624211997364,7.373964408017103
edu,T,T,no25,wild,3334601798128504.0,0.5845237407070871,0.5845237407055167,0.5737281241612726,0.5955282854745201,0.006063571887706486,15.776410601524859,11.007193284279964,6.257749788405367
edu,T,T,no25,wild,5397945868709802.0,0.603157022945209,0.6031570236358936,0.5956213419719709,0.6107409433179644,0.0038360772354872875,16.00978182219609,11.17268285044614,5.750707756318984
edu,T,T,no25,wild,8738020718957924.0,0.6237220336680798,0.6237220336680147,0.6167978336708362,0.6303765145513159,0.003621283853755509,16.26325359243457,10.893795886603058,7.062814378001297
edu,T,T,no25,wild,1.4144826187963902e+16,0.6408373397855284,0.6408373397306185,0.6341433116216498,0.6474606707966806,0.0037199261683689365,16.516938267933455,10.617348419391313,7.305637199084575
edu,T,T,no25,wild,2.2897188542209296e+16,0.6459081581331257,0.6459081581214243,0.6405176555942623,0.6510169831478729,0.002866743454142163,16.761711475959594,10.533999838228208,6.121797130374021
edu,T,T,no25,wild,3.7065230506939544e+16,0.6493835874710232,0.6493835884222844,0.6429216400704595,0.6562667007517662,0.003444479460900511,17.009488797646846,10.388700005146195,6.351616906687037
edu,T,T,no25,wild,6.000000000000018e+16,0.6548306294832907,0.6548306294770719,0.6470294108304137,0.6629624155562769,0.004293846185447322,17.262775903362783,10.13312419803383,5.042730539278045
edu,T,T,floor4,wild,2059963071608128.8,0.5753389071067156,0.575338907106551,,,0.004266817079202279,15.483472629895408,12.216160692916437,4.1169558731252165
edu,T,T,floor4,wild,3334601798128504.0,0.5803268411507461,0.580326841139824,0.5721797349874778,0.5880782165306228,0.004546438261482593,15.73303684302071,12.00467924684036,6.140382562442167
edu,T,T,floor4,wild,5397945868709802.0,0.5943207718736166,0.5943207718422566,0.5865394246439228,0.6015684371558483,0.00404984537690473,15.978573754963188,11.892261592852384,5.952799554913596
edu,T,T,floor4,wild,1.4144826187963902e+16,0.6589944514682171,0.6589944514681416,0.6500247322945549,0.6676439302852392,0.00491602181985519,16.503858156148638,10.898765546264634,7.093357049214779
edu,T,T,floor4,wild,2.2897188542209296e+16,0.6357627814040767,0.6357627813333308,0.6293666265573055,0.6418441611827989,0.004080491864274464,16.75633289837096,10.647927378636062,7.267783771019706
edu,T,T,floor4,wild,3.7065230506939544e+16,0.6335627590090561,0.6335627591501731,0.6280909835789404,0.639678199443833,0.0030773381909637723,16.990307791532743,10.794974369804647,6.197116590010743
edu,T,T,floor4,wild,6.000000000000018e+16,0.6548877462041361,0.6548877462031965,0.6447447149232132,0.664996535996899,0.007337856806440587,17.260775117854653,10.173753851134558,4.280944714226254
